Title,Brand,Standing.screen.display.size,Resolution,Processor.Brand,Processor.Type,Processor.Count,RAM.Size,Price,Customer.Review,Link,Times.Rated
"Dell 2in1 Inspiron 7420 Laptop - Intel i3-1215U, 8GB, 256GB, Windows 11+MSO'21, 14.0""/35.56Cms FHD+ WVA Touch 250 nits Narrow Border, Backlit KB and FPR (Platinum Silver, D560780WIN9S, 1.57Kgs)",Dell,14 Inches,1920 x 1080 Pixels,Intel,Core i3,1,8 GB,51490,3.5,https://www.amazon.in/Dell-2in1-Inspiron-7420-Laptop/dp/B0B2WPL4CN/ref=sr_1_41?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-41,784
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 5 4600H, 4GB NVIDIA GeForce GTX 1650, Gaming Laptop (8GB/512GB SSD/Windows 11/Black/2.3 Kg), FA506IHRZ-HN111W",ASUS,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Ryzen 5,6,8 GB,59990,3.8,https://www.amazon.in/ASUS-15-6-inch-GeForce-Windows-FA506IHRZ-HN111W/dp/B0B5DZTNZQ/ref=sr_1_43?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-43,1340
"ASUS Eeebook 14, 14-inch (35.56 cms) HD, Intel Pentium Silver N6000, Thin and Laptop (4GB/256GB SSD/Integrated Graphics/Windows 11/Office 2021/Black/1.3 kg), E410KA-BV121WS",ASUS,35.56 Centimetres,1366 x 768 Pixels,Intel,Pentium,4,4 GB,27236,4.9,https://www.amazon.in/ASUS-Eeebook-Integrated-Graphics-E410KA-BV121WS/dp/B0B4WJK6SF/ref=sr_1_44?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-44,388
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Thin & Light Laptop (8GB/256GB SDD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Platinum Grey/1.5Kg), 81X700CWIN",Lenovo,14 Inches,1920 X 1080 (FHD) Pixels,Intel,Core i3,2,8 GB,37228,3.7,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81X700CWIN/dp/B09MM5TSJ7/ref=sr_1_45?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-45,1600
"ASUS TUF Gaming A15, 15.6"" (39.62 cm) FHD 144Hz, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.30 Kg), FA506QM-HN124W",ASUS,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Ryzen 9,8,16 GB,96000,4,https://www.amazon.in/ASUS-RTX-3060-Battery-Windows-FA506QM-HN124W/dp/B09Y695S7K/ref=sr_1_46?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-46,1969
"Lenovo IdeaPad Slim 3 Intel Core i3-1115G4 11th Gen 15.6"" (39.62cm) FHD Laptop (8GB/256GB SSD/Win 11/Office 2021/2 Year Warranty/3 Month Game Pass/Platinum Grey/1.7Kg), 81X800LCIN",Lenovo,15.6 Inches,1920x1080 Pixels,Intel,Core i3,2,8 GB,39490,3.8,https://www.amazon.in/Lenovo-i3-1115G4-Warranty-Platinum-81X800LCIN/dp/B0B9YHX39M/ref=sr_1_47?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-47,1636
"Lenovo Yoga Slim 7 Pro Intel Evo Core i5-11320H 14""(35.6cm) 2.8K 400nits Thin & Light Laptop(16GB/512GB SSD/Win11/Office 2021/90Hz/Backlit/3Yr Brand Warranty/Slate Grey/Metal Surface/1.3Kg),82NC00EWIN",Lenovo,14 Inches,2880 x 1800 Pixels,Intel,Core i5,4,16 GB,74116,4.1,https://www.amazon.in/Lenovo-i5-11320H-400nits-Warranty-82NC00EWIN/dp/B0B56CVZVS/ref=sr_1_48?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-48,1547
"Lenovo IdeaPad Slim 5 12th Gen Intel Core i7 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/FHD Camera/Alexa/3 Month Game Pass/Storm Grey/1.85Kg), 82SF004XIN",Lenovo,15.6 Inches,1920x1080 Pixels,Intel,Core i7,10,16 GB,82990,3.9,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Fingerprint-82SF004XIN/dp/B0B7RYWHXX/ref=sr_1_49?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-49,1286
"HP Pavilion Plus, 12th Gen Intel Core i7 16GB RAM/1TB SSD 14 inch(35.6 cm),OLED,400 nits,UWVA, Eye Safe Laptop/Intel Iris Xe Graphics/Backlit KB/B&O/FPR/Win 11/Alexa Built-in/MSO 2021, 14-eh0024TU",HP,14 Inches,2880 x 1800 Pixels,Intel,Core i7,1,16 GB,93990,3.7,https://www.amazon.in/HP-Pavilion-Graphics-Backlit-14-eh0024TU/dp/B0B3J21ZVB/ref=sr_1_50?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-50,1594
"Lenovo IdeaPad Windows 11 Home Slim 3 10th Gen Intel Core i3 15.6"" (39.62cm) HD Laptop - 8GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/3 Month Game Pass/Platinum Grey/1.85Kg, 81WE01QJIN",Lenovo,15.6 Inches,1366x768 Pixels,Intel,Core i3,2,8 GB,35990,3.9,https://www.amazon.in/Lenovo-IdeaPad-Windows-39-62cm-Laptop/dp/B0B7RY7PKL/ref=sr_1_52?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170698&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-52,1760
"ASUS VivoBook K15 OLED (2021), 15.6"" (39.62 cms) FHD OLED, Intel Core i3-1115G4 11th Gen, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Office 2021/Windows 11/Silver/1.8 Kg) K513EA-L313WS",ASUS,15.6 Inches,1920 X 1080 (FHD) Pixels,Intel,Core i3,2,8 GB,45990,4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTczNTQyNjAxNzAzMDI6MTY2ODE3MDY5ODpzcF9idGY6MjAwMjcwNjY3NTMxOTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FASUS-VivoBook-i3-1115G4-Integrated-K513EA-L313WS%2Fdp%2FB09LJ4GLQY%2Fref%3Dsr_1_53_sspa%3Fcrid%3D21X0ZDNORCOI%26keywords%3Dlaptop%26qid%3D1668170698%26qu%3DeyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%253D%253D%26refinements%3Dp_n_feature_twenty-three_browse-bin%253A27387161031%257C27387168031%252Cp_72%253A1318476031%26rnid%3D1318475031%26s%3Dcomputers%26sprefix%3Dlaptop%252Caps%252C232%26sr%3D1-53-spons%26psc%3D1,2439
"Lenovo Ideapad Gaming 3 Intel Core i7 10th Gen 15.6""(39.62cm) FHD IPS Gaming Laptop (8GB/512GB SSD/4GB NVIDIA GTX 1650/120Hz/Windows 11/Backlit Keyboard/3months Game Pass/Onyx Black/2.2Kg), 81Y401BHIN",Lenovo,15.6 Inches,1920 X 1080 (FHD) Pixels,Intel,Core i7,6,8 GB,73990,3.9,https://www.amazon.in/Lenovo-Ideapad-39-62cm-Keyboard-81Y401BHIN/dp/B09Z2NZGR6/ref=sr_1_50?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-50,1505
"HP 15s- Ryzen 5-5500U 8GB RAM/512GB SSD 15.6 inch(39cm) Micro-Edge Anti-Glare FHD Laptop (Natural Silver/AMD Radeon Graphics/Alexa/Dual Speakers/Fast Charge/Windows 11/MS Office), 15s-eq2144au",HP,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Ryzen 5,1,8 GB,48800,3.9,https://www.amazon.in/HP-Micro-Edge-Anti-Glare-Graphics-15s-eq2144au/dp/B09RZRF1PJ/ref=sr_1_52?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-52,1702
Acer Travelmate Business Laptop Intel Pentium N5030 Quad-core Processor ( 4GB DDR4/ 128GB SSD /UHD Graphics/ Windows 11 Home/Spill Resistant Keyboard) TMB311-31 with 29.4 cm (11.6 Inches) HD Display,Acer,11.6,1366 x 768,Intel,Pentium,1,4 GB,31565,3.6,https://www.amazon.in/Acer-Travelmate-Quad-core-Processor-TMB311-31/dp/B09RP768N7/ref=sr_1_53?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-53,1275
"HP 15s AMD Ryzen 3- 5300U 15.6inch(39.6cm) FHD Laptop (8GB RAM/512GB SSD, Micro-Edge, Anti-Glare Display/Radeon Graphics/Windows 11 Home/Alexa/Dual Speakers/Ms Office/1.69Kg, 15s-Eq2143au)",HP,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Ryzen 3,1,8 GB,37290,3.8,https://www.amazon.in/HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_54?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-54,1542
"Lenovo ThinkPad E15 Intel Core i3 11th Gen 15.6-inch (39.62 cm) FHD Antiglare Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H&S 2021/FPR/Black/1.7 kg), 20TDS0T200",Lenovo,15.6 Inches,1920 X 1080 (FHD) Pixels,Intel,Core i3,1,8 GB,46990,3.6,https://www.amazon.in/Lenovo-ThinkPad-15-6-inch-Antiglare-20TDS0T200/dp/B09K5STXTW/ref=sr_1_55?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-55,2264
Asus Vivobook14 Intel Core I3-1115G4(4Gb Ram/256Gb Nvme Ssd/Office H&S 2019/1 Yr. Mcafee/Uhd Graphics/14.1 Inches Fhd Ips/Fp Reader/Windows 11/1.6 Kg/Silver/1 Yr. Warranty) X415Ea-Ek302Ws,ASUS,14.1 Inches,1920x1080,Intel,Core i3,2,4 GB,35980,4,https://www.amazon.in/ASUS-VivoBook14-i3-1115G4-14-1-inch-X415EA-EK302WS/dp/B09MN9HLNC/ref=sr_1_57?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-57,2010
"Acer Travelmate Business Laptop Intel Core i5-1135G7 Processor ( 16GB DDR4/ 512GB SSD /Intel Iris Xe Graphics/ Windows 11 Home/MS Office) TMP214-53 with 35.56 cm (14.0"") Full HD Display",Acer,14 Inches,1920 x 1080 Pixels,Intel,Core i5,1,16 GB,57990,4.4,https://www.amazon.in/Acer-Travelmate-i5-1135G7-Processor-TMP214-53/dp/B0B3XSR6RH/ref=sr_1_58?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-58,682
"HP 15s, Ryzen 5-5500U, 16GB RAM/512GB SSD 15.6-inches(39.6 cm) FHD, Micro-Edge, Anti-Glare Display/Alexa Built-in/Windows 11 /AMD Radeon Graphics/Dual Speakers/ MS Office 2021/1.69 Kg, 15s-eq2182AU",HP,39.6 Centimetres,1280 x 720 Pixels,AMD,Ryzen 5,1,16 GB,54990,4.2,https://www.amazon.in/HP-15-6-inches-Micro-Edge-Anti-Glare-15s-eq2182AU/dp/B0B4N77Y34/ref=sr_1_59?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-59,1802
"Lenovo ThinkPad E14 AMD Ryzen 3 5300U 14"" (35.56 cm) FHD Laptop (8GB RAM/512GB SSD/Windows 10 Home/AMD Radeon Graphics/FPR/Black/1.69 kg), 20Y7S00600",Lenovo,14 Inches,1920x1080,AMD,Ryzen 3,1,4 GB,43350,4,https://www.amazon.in/Lenovo-ThinkPad-Windows-Graphics-20Y7S00600/dp/B09F9WF6HM/ref=sr_1_60?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-60,1162
"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 5 4600H, 4GB NVIDIA GeForce GTX 1650, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 Kg), FA506IHRB-HN079W",ASUS,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Ryzen 5,6,8 GB,61990,4.3,https://www.amazon.in/ASUS-15-6-inch-GeForce-GTX-Battery-FA506IHRB-HN079W/dp/B09ZXPNJYQ/ref=sr_1_62?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-62,1429
"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-10300H 10th Gen, 4GB NVIDIA GeForce GTX 1650, Gaming Laptop (8GB/512GB SSD/Windows 11/Office H&S/Black/2.3 Kg), FX506LHB-HN355WS",ASUS,15.6 Inches,1920 X 1080 (FHD) Pixels,AMD,Core i5,4,4 GB,57499,3.8,https://www.amazon.in/ASUS-15-6-inch-i5-10300H-GeForce-GTX-FX506LHB-HN355WS/dp/B09ZXM2B4N/ref=sr_1_63?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-63,1354
Lenovo V15 Intel Celeron N4020 15.6 inches HD Business Laptop (4GB/256GB SSD/Windows 11/Ms-Office/Platinum Grey/1.7Kg),Lenovo,15.6 Inches,NA,Intel,Celeron N4020,2,4 GB,26999,4.7,https://www.amazon.in/Lenovo-Celeron-Business-Ms-Office-Platinum/dp/B08PPXMLWW/ref=sr_1_65?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-65,1240
"Lenovo IdeaPad Slim 3 2021 Intel Core i3 11th Gen 14 FHD IPS Thin & Light Laptop (8GB/256GB SSD/Windows 10/MS Office/Backlit Keyboard/Fingerprint Reader/2 Year Warranty/Arctic Grey/1.41kg), 82H700SVIN",Lenovo,14 Inches,1920 x 1080 Pixels,Intel,Core i3,2,8 GB,44500,4.2,https://www.amazon.in/Lenovo-Keyboard-Fingerprint-Warranty-82H700SVIN/dp/B0999BF9ZX/ref=sr_1_66?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-66,1238
"ASUS Vivobook 14 OLED, 12th Gen Intel Core i3-1215U, 14"" (35.56 cms) 2.8K OLED 16:10 90Hz, Thin & Laptop (8GB/512GB SSD/Wins 11/Office 2021/Alexa/Backlit KB/Fingerprint/Black/1.6 kg), X1405ZA-KM311WS",ASUS,35.56 Centimetres,2880 x 1800 Pixels,Intel,Core i3,6,8 GB,54990,4.4,https://www.amazon.in/ASUS-Vivobook-Intel-i3-1215U-35-56/dp/B0BHHBHZDG/ref=sr_1_67?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-67,1718
"ASUS VivoBook Ultra K14, Intel Core i3-1125G4 11th Gen, 14"" (35.56 cms) FHD Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Integrated Graphics/Transparent Silver/1.4 kg), K413EA-EB311WS",ASUS,35.56 Centimetres,1920 x 1080 Pixels,Intel, Core i3,4,8 GB,43434,4.1,https://www.amazon.in/ASUS-i3-1125G4-Integrated-Transparent-K413EA-EB311WS/dp/B09SX1SVB4/ref=sr_1_69?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-69,1534
"HP 14s, 11th Gen Intel Core i3-1115G4, 8GB RAM/256GB SSD 14-inch(35.6 cm) Micro-Edge, Anti-Glare, FHD Laptop/Alexa Built-in/Win 11/Intel UHD Graphics/Dual Speakers/ MSO 2021/1.41 Kg, 14s-dy2507TU",HP,14 Inches,NA,Intel,Core i3,1,8 GB,39990,3.7,https://www.amazon.in/HP-i3-1115G4-Micro-Edge-Anti-Glare-14s-dy2507TU/dp/B0B63Y75P9/ref=sr_1_70?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-70,2281
"HP Pavilion x360 11th Gen Intel Core i7 14 inch(35.6 cm) FHD,IPS, Multitouch 2-in-1 Laptop(16GB RAM/512GB SSD/Backlit KB/Intel Iris Xe Graphics/Pen/Alexa Built-in/MSO/1.52Kg) 14-dy1050TU, Spruce Blue",HP,14 Inches,1920 x 1080,Intel,Core i7,1,16 GB,79990,4.4,https://www.amazon.in/HP-Pavilion-Multitouch-Graphics-14-dy1050TU/dp/B09Y98LXTT/ref=sr_1_72?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170806&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-72,1254
"ASUS BR1100 Notebook 12 (2022), 11.6-inch HD, Intel Celeron N4500, (4GB RAM/128GB M.2 NVMe™ PCIe®/Integrated Graphics/Windows 11 Home/Star Grey/1.26 Kg), BR1100CKA-GJ0722W",ASUS,11.6 Inches,1366 X 768 (HD) Pixels,Intel,Celeron N,2,4 GB,23290,3.6,https://www.amazon.in/ASUS-Notebook-11-6-inch-Integrated-BR1100CKA-GJ0722W/dp/B09VPMHSJ6/ref=sr_1_75?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-75,887
"HP Pavilion 14 12th Gen Intel Core i5 16GB SDRAM/512GB SSD 14 inch(35.6cm) IPS Micro-Edge FHD Laptop/Intel UHD Graphics/B&O/Win 11/Alexa Built-in/Backlit KB/FPR/MSO 2021/Natural Silver, 14-dv2014TU",HP,14 Inches,1920 x 1080,Intel,Core i5,1,16 GB,69990,4.1,https://www.amazon.in/HP-Pavilion-Micro-Edge-Graphics-14-dv2014TU/dp/B0B1M9HYBT/ref=sr_1_76?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-76,1860
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN",Lenovo,15.6 Inches,1920x1080 Pixels,AMD,Ryzen 7,8,16 GB,65990,3.7,https://www.amazon.in/Lenovo-IdeaPad-Fingerprint-Graphite-82LN00JSIN/dp/B0BBFTPJ3D/ref=sr_1_77?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-77,1710
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i3 15.6""(39.62cm) FHD Thin & Light Laptop (8GB/256GB SSD/UHD Graphics/Windows 11/MS Office 2021/Platinum Grey/1.7Kg), 81WB01EFIN",Lenovo,15.6 Inches,1920x1080,Intel,Core i3,1,8 GB,37900,4.2,https://www.amazon.in/Lenovo-IdeaPad-Graphics-Platinum-81WB01EFIN/dp/B09Q3FTVJF/ref=sr_1_78?crid=21X0ZDNORCOI&keywords=laptop&qid=1668170890&qu=eyJxc2MiOiI5LjIyIiwicXNhIjoiOS40OSIsInFzcCI6IjYuODUifQ%3D%3D&refinements=p_n_feature_twenty-three_browse-bin%3A27387161031%7C27387168031%2Cp_72%3A1318476031&rnid=1318475031&s=computers&sprefix=laptop%2Caps%2C232&sr=1-78,2177
